"Response ID";"Date submitted";"Last page";"Start language";"Seed";"Date started";"Date last action";"IP address";"Referrer URL";"Who are you?  (Multiple options can be selected)  [LTS user]";"Who are you?  (Multiple options can be selected)  [LTS contributor/developer]";"Who are you?  (Multiple options can be selected)  [LTS sponsor]";"Who are you?  (Multiple options can be selected)  [Debian developer (project member)]";"Who are you?  (Multiple options can be selected)  [Debian FTP team member]";"Who are you?  (Multiple options can be selected)  [Debian security team member]";"Who are you?  (Multiple options can be selected)  [Debian release team member]";"Who are you?  (Multiple options can be selected)  [Debian www team member]";"Who are you?  (Multiple options can be selected)  [Debian System Administrator (DSA)]";"Who are you?  (Multiple options can be selected)  [Debian Buildd Admin]";"Who are you?  (Multiple options can be selected)  [Other]";"How long have you been using Debian?";"How long have you been using LTS?";"Are you using Extended LTS (ELTS)?";"Why do you use LTS?     Please skip this and the next five questions if you are not using LTS and continue with question 11. ";"On a scale of 1 (= very unhappy) to 10 (= very happy) how happy are you with the quality of the LTS updates? [Array]";"On a scale of 1 (= very unhappy) to 10 (= very happy), how happy are you with the how quickly LTS updates reach you? [Array]";"How would you feel if you could no longer use Debian LTS?";"Where do you use Debian LTS? [At home.]";"Where do you use Debian LTS? [At work.]";"Where do you use Debian LTS? [In another organization.]";"If you use LTS at work or in an organization, how big is that organization?";"Questions for everyone again:On a scale from 1 (= very unhappy) to 10 (= very happy), if your Debian duties led you to interact with LTS contributors, how would you rate the interaction with said contributors? [Array]";"Do you see problems with/about Debian LTS and if so, which?";"What suggestions/wishes do you have for Debian LTS?";"How likely is it that you would recommend Debian LTS to a friend or colleague? (1 = very unlikely, 10 = very likely) [Array]";"Total time";"Group time: Debian LTS Survey";"Question time: G01Q001";"Question time: G01Q17";"Question time: G01Q16";"Question time: G00Q13";"Question time: G01Q05";"Question time: G01Q06";"Question time: G01Q07";"Question time: G01Q13";"Question time: G01Q18";"Question time: G01Q19";"Question time: G01Q09";"Question time: G01Q10";"Question time: G01Q11";"Question time: G01Q12"
"348";"2020-07-13 20:43:29";"1";"en";"1206008273";"2020-07-13 20:40:20";"2020-07-13 20:43:29";"47.133.65.167";"https://linuxreviews.org/";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"";"10-20 years";"< 1 year";"No and I don't know what ELTS is.";"My wife insists to stay with Stretch.  I tried Buster and moved from that to Slackware.";"";"";"Somewhat disappointed.";"Yes";"No";"No";"";"";"";"";"";"378.88";"378.88";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"349";"";"";"en";"1873844385";"2020-07-13 20:42:16";"2020-07-13 20:42:16";"82.226.234.22";"";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"";"";"";"";"";"";"";"";"N/A";"N/A";"N/A";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"350";"2020-07-13 20:58:51";"1";"en";"1338767453";"2020-07-13 20:43:31";"2020-07-13 20:58:51";"92.141.147.222";"";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"";"10-20 years";"4-6 years";"No.";"I use it to maintain some old website not compatible with last version of PHP.
I also use it on Xen hosts, hoping hardware replacement before needing upgrading. For that 5 years is not enough but it reduces number of upgrades.";"9";"9";"Very disappointed.";"No";"Yes";"No";"11-100 people";"9";"No updates for some important packages. Xen's upstream realize have a really short term EOL and it is particularly hard to upgrade an host without problematic downtime.";"Difficult to suggest but PHP 5.6 for Jessie was corrected for security problems after it's upstream EOL. It will be great if more packages (Xen for exemple) can be supported as long. But I know it's a very difficult work.";"9";"1840.77";"1840.77";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"351";"";"";"en";"2131236611";"2020-07-13 20:43:55";"2020-07-13 20:43:55";"86.184.79.186";"";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"";"";"";"";"";"";"";"";"N/A";"N/A";"N/A";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"352";"";"";"en";"1961722287";"2020-07-13 20:50:09";"2020-07-13 20:50:09";"85.76.40.7";"";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"";"";"";"";"";"";"";"";"N/A";"N/A";"N/A";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"353";"";"";"en";"565212336";"2020-07-13 20:51:18";"2020-07-13 20:51:18";"88.148.31.206";"";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"";"";"";"";"";"";"";"";"N/A";"N/A";"N/A";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"354";"2020-07-13 21:06:22";"1";"en";"627579612";"2020-07-13 20:52:38";"2020-07-13 21:06:22";"109.195.118.245";"";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"";"5-10 years";"1-3 years";"No and I don't know what ELTS is.";"There are 2 reasons:
- It is deployed and works. ""If it ain't broke, don't fix it.""
- Lack of time to update to next releases.";"10";"10";"Somewhat disappointed.";"No";"Yes";"No";"101-1000 people";"";"";"";"8";"1648.67";"1648.67";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"355";"2020-07-13 20:57:37";"1";"en";"679993220";"2020-07-13 20:53:09";"2020-07-13 20:57:37";"128.199.134.54";"";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"";"10-20 years";"4-6 years";"No.";"I find it too hard/risky to do big upgrades to newer releases. Stability is much more important to me than new features.";"9";"8";"Very disappointed.";"Yes";"Yes";"No";"11-100 people";"";"";"I wish it wasn’t so expensive or complex to use ELTS or I’d use it. I understand though that ultimately it takes effort and so it should cost money. But it’s too much money, even for my business, and so when LTS ends, I’m in the same position I tried to avoid (having to upgrade).";"10";"536.87";"536.87";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"356";"2020-07-13 20:58:46";"1";"en";"880350589";"2020-07-13 20:55:58";"2020-07-13 20:58:46";"24.186.199.113";"";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"";"1-5 years";"1-3 years";"No.";"I selected it because it supported to software I needed for school (mariadb, java 8, python 7, perl) ";"7";"6";"Somewhat disappointed.";"Yes";"No";"Yes";"";"";"There's a lot of feedback about how newer software/features are slow to come to LTS. ";"Potentially to prioritize specific features that users can make use of. ";"8";"337.14";"337.14";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"357";"";"";"en";"1649581567";"2020-07-13 20:56:47";"2020-07-13 20:56:47";"142.83.197.58";"";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"";"";"";"";"";"";"";"";"N/A";"N/A";"N/A";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"358";"";"";"en";"41237168";"2020-07-13 21:00:05";"2020-07-13 21:00:05";"77.84.10.170";"";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"";"";"";"";"";"";"";"";"N/A";"N/A";"N/A";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"359";"";"";"en";"52789892";"2020-07-13 21:00:35";"2020-07-13 21:00:35";"46.6.0.103";"";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"";"";"";"";"";"";"";"";"N/A";"N/A";"N/A";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"360";"";"";"en";"1824572168";"2020-07-13 21:00:59";"2020-07-13 21:00:59";"46.6.0.103";"";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"";"";"";"";"";"";"";"";"N/A";"N/A";"N/A";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"361";"2020-07-13 21:08:11";"1";"en";"614016783";"2020-07-13 21:02:13";"2020-07-13 21:08:11";"78.193.145.103";"";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"";"10-20 years";"4-6 years";"No and I don't know what ELTS is.";"For the long term support from a security standpoint, it let me more time to upgrade all my servers to newer versions.";"10";"10";"Somewhat disappointed.";"No";"Yes";"No";"101-1000 people";"";"";"";"10";"714.73";"714.73";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"362";"";"";"en";"1725005300";"2020-07-13 21:10:08";"2020-07-13 21:10:08";"94.134.91.230";"";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"";"";"";"";"";"";"";"";"N/A";"N/A";"N/A";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"363";"";"";"en";"727046027";"2020-07-13 21:11:38";"2020-07-13 21:11:38";"86.195.32.177";"";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"";"";"";"";"";"";"";"";"N/A";"N/A";"N/A";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"364";"2020-07-13 21:15:32";"1";"en";"1015822100";"2020-07-13 21:13:23";"2020-07-13 21:15:32";"176.153.84.172";"";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"";"5-10 years";"< 1 year";"No.";"Because it keeps some servers running securely without having to upgrade reinstall.";"";"";"Very disappointed.";"Yes";"Yes";"No";"";"";"";"";"10";"258.44";"258.44";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"365";"2020-07-13 21:20:06";"1";"en";"1381089516";"2020-07-13 21:18:15";"2020-07-13 21:20:06";"77.204.146.41";"";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"";"10-20 years";"4-6 years";"Yes.";"";"8";"";"Somewhat disappointed.";"No";"Yes";"No";"101-1000 people";"";"";"";"7";"222.31";"222.31";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"366";"2020-07-13 21:23:00";"1";"en";"1116422826";"2020-07-13 21:19:42";"2020-07-13 21:23:00";"82.65.75.206";"";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"";"> 20 years";"< 1 year";"No and I don't know what ELTS is.";"Becquée of stability ";"9";"6";"Somewhat disappointed.";"Yes";"Yes";"No";"11-100 people";"";"No";"No";"10";"396.8";"396.8";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"367";"2020-07-13 21:26:56";"1";"en";"30207587";"2020-07-13 21:24:47";"2020-07-13 21:26:56";"94.219.83.88";"";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"";"> 20 years";"1-3 years";"No and I don't know what ELTS is.";"";"10";"10";"Very disappointed.";"No";"Yes";"No";"2-10 people";"";"";"";"9";"259.07";"259.07";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"368";"";"";"en";"460268488";"2020-07-13 21:31:27";"2020-07-13 21:31:27";"188.64.243.160";"";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"";"";"";"";"";"";"";"";"N/A";"N/A";"N/A";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"369";"2020-07-13 21:34:31";"1";"en";"1847144257";"2020-07-13 21:32:30";"2020-07-13 21:34:31";"2.154.41.129";"";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"";"10-20 years";"4-6 years";"No and I don't know what ELTS is.";"Because I can keep more time the installed servers on production wihtout reinstall.";"9";"8";"Very disappointed.";"Yes";"Yes";"No";"101-1000 people";"";"";"";"10";"242.12";"242.12";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"370";"";"";"en";"1868613224";"2020-07-13 21:33:23";"2020-07-13 21:33:23";"90.187.110.145";"";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"";"";"";"";"";"";"";"";"N/A";"N/A";"N/A";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"371";"2020-07-13 21:36:19";"1";"en";"1789049318";"2020-07-13 21:33:49";"2020-07-13 21:36:19";"41.193.165.122";"";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"";"5-10 years";"1-3 years";"No.";"I administer and maintain servers on behalf of a variety of clients, and some are slower at keeping pace with new versions than others.";"10";"10";"Somewhat disappointed.";"No";"Yes";"No";"101-1000 people";"";"";"";"10";"300.23";"300.23";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"372";"";"";"en";"13784127";"2020-07-13 21:35:58";"2020-07-13 21:35:58";"51.158.144.31";"";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"";"";"";"";"";"";"";"";"N/A";"N/A";"N/A";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"373";"";"";"en";"1653838352";"2020-07-13 21:42:00";"2020-07-13 21:42:00";"81.249.167.139";"";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"";"";"";"";"";"";"";"";"N/A";"N/A";"N/A";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"374";"";"";"en";"1169919810";"2020-07-13 21:47:30";"2020-07-13 21:47:30";"76.164.109.182";"";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"";"";"";"";"";"";"";"";"N/A";"N/A";"N/A";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"375";"2020-07-13 22:07:19";"1";"en";"1061443111";"2020-07-13 22:01:12";"2020-07-13 22:07:19";"5.14.95.93";"";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"";"5-10 years";"4-6 years";"";"Because I like things running smoothly so I prefer long term updates support. I don't like upgrading because usually it breaks up things.";"8";"8";"Very disappointed.";"Yes";"Yes";"No";"11-100 people";"";"Yes. Some packages don't get the latest stable updates which are available in the latest Debian releases.";"For packages, to get the latest stable releases that are available in the newest Debian releases.";"10";"735.72";"735.72";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"376";"";"";"en";"736748195";"2020-07-13 22:04:00";"2020-07-13 22:04:00";"46.114.38.101";"";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"";"";"";"";"";"";"";"";"N/A";"N/A";"N/A";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"377";"";"";"en";"364977345";"2020-07-13 22:04:19";"2020-07-13 22:04:19";"82.239.42.97";"";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"";"";"";"";"";"";"";"";"N/A";"N/A";"N/A";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"378";"2020-07-13 22:11:06";"1";"en";"1054527301";"2020-07-13 22:07:31";"2020-07-13 22:11:06";"98.168.129.48";"";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"";"1-5 years";"1-3 years";"No and I don't know what ELTS is.";"Mostly for security reasons";"7";"7";"Somewhat disappointed.";"Yes";"Yes";"No";"";"";"Hardware support.  I predominantly use Debian on my laptop.  Even with using all the solutions available to optimize heat and battery life such as thermald I find that my laptop struggles.  It would be great to see an LTS version that focused more on optimizing heat management and battery life.";"See answer for #12";"5";"431.4";"431.4";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"379";"2020-07-13 22:12:26";"1";"en";"1996558397";"2020-07-13 22:09:48";"2020-07-13 22:12:26";"82.226.102.63";"";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"";"10-20 years";"I'm not using LTS.";"No and I don't know what ELTS is.";"";"";"";"";"No";"No";"No";"";"";"";"";"8";"314.84";"314.84";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"380";"";"";"en";"1716095160";"2020-07-13 22:25:11";"2020-07-13 22:25:11";"27.63.63.33";"";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"";"";"";"";"";"";"";"";"N/A";"N/A";"N/A";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"381";"2020-07-13 22:32:23";"1";"en";"173285607";"2020-07-13 22:30:01";"2020-07-13 22:32:23";"78.121.163.19";"";"Yes";"No";"No";"Yes";"No";"No";"No";"No";"No";"No";"";"10-20 years";"4-6 years";"No.";"";"10";"10";"Very disappointed.";"Yes";"Yes";"Yes";"Over 1000 people";"";"";"";"10";"284.44";"284.44";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"382";"";"";"en";"1419114875";"2020-07-13 22:30:05";"2020-07-13 22:30:05";"90.46.232.220";"";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"";"";"";"";"";"";"";"";"N/A";"N/A";"N/A";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"383";"";"-1";"en";"2014090864";"2020-07-13 22:30:52";"2020-07-13 22:32:56";"2.203.137.88";"";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"";"> 20 years";"1-3 years";"No and I don't know what ELTS is.";"Stable production environment is required. ";"8";"";"";"No";"No";"No";"";"";"";"";"";"124.7";"124.7";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"384";"2020-07-13 22:39:51";"1";"en";"1780186572";"2020-07-13 22:36:39";"2020-07-13 22:39:51";"85.4.220.37";"";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"";"10-20 years";"1-3 years";"Yes.";"Because it is here and it leaves more time between two major upgrades.";"9";"9";"Somewhat disappointed.";"No";"Yes";"No";"11-100 people";"";"";"";"10";"385.29";"385.29";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"385";"";"";"en";"1880176594";"2020-07-13 22:39:43";"2020-07-13 22:39:43";"84.78.248.217";"";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"";"";"";"";"";"";"";"";"N/A";"N/A";"N/A";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"386";"2020-07-13 22:43:11";"1";"en";"1233886932";"2020-07-13 22:40:37";"2020-07-13 22:43:11";"50.78.240.110";"";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"";"1-5 years";"1-3 years";"No and I don't know what ELTS is.";"Because it has a longer support time than no-LTS and I'm scared of upgrades.";"8";"8";"Very disappointed.";"No";"No";"Yes";"101-1000 people";"8";"";"";"10";"309.02";"309.02";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"387";"";"";"en";"923882600";"2020-07-13 22:42:16";"2020-07-13 22:42:16";"37.167.85.2";"";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"";"";"";"";"";"";"";"";"N/A";"N/A";"N/A";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"388";"2020-07-13 22:45:29";"1";"en";"464411824";"2020-07-13 22:43:35";"2020-07-13 22:45:29";"77.0.250.12";"";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"Debian Maintainer";"10-20 years";"I'm not using LTS.";"No.";"";"";"";"";"No";"No";"No";"";"10";"";"";"10";"228.46";"228.46";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"389";"2020-07-13 22:54:45";"1";"en";"1353437343";"2020-07-13 22:53:25";"2020-07-13 22:54:45";"91.13.82.4";"https://surveys.debian.net/";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"";"10-20 years";"4-6 years";"Yes.";"";"9";"9";"Very disappointed.";"Yes";"No";"Yes";"2-10 people";"";"";"";"10";"158.26";"158.26";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"390";"2020-07-13 22:56:16";"1";"en";"17720424";"2020-07-13 22:53:43";"2020-07-13 22:56:16";"162.219.176.251";"";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"";"5-10 years";"4-6 years";"No and I don't know what ELTS is.";"I don't need the newest packages and having the utmost system stability makes it extremely dependable.";"10";"10";"Very disappointed.";"Yes";"No";"No";"";"";"";"";"10";"307.74";"307.74";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"391";"";"";"en";"1640466066";"2020-07-13 22:56:41";"2020-07-13 22:56:41";"87.145.14.174";"";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"";"";"";"";"";"";"";"";"N/A";"N/A";"N/A";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"392";"2020-07-13 22:59:49";"1";"en";"1944322261";"2020-07-13 22:58:01";"2020-07-13 22:59:49";"154.46.47.134";"";"Yes";"No";"No";"Yes";"No";"No";"No";"No";"No";"No";"";"> 20 years";"4-6 years";"Yes.";"Because I cannot upgrade all my servers on time before official DSA support ends.";"9";"9";"Somewhat disappointed.";"No";"Yes";"Yes";"11-100 people";"";"";"Keep it up.";"10";"217.65";"217.65";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"393";"";"";"en";"299114821";"2020-07-13 23:02:21";"2020-07-13 23:02:21";"37.162.228.117";"";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"";"";"";"";"";"";"";"";"N/A";"N/A";"N/A";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"394";"2020-07-13 23:15:57";"1";"en";"425588137";"2020-07-13 23:13:52";"2020-07-13 23:15:57";"72.83.229.68";"";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"";"> 20 years";"4-6 years";"Yes.";"Have stuff that is a pain to upgrade, it's great to still get security support";"10";"10";"Somewhat disappointed.";"Yes";"No";"Yes";"2-10 people";"";"";"";"10";"249.28";"249.28";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"395";"2020-07-13 23:25:50";"1";"en";"697669585";"2020-07-13 23:24:33";"2020-07-13 23:25:50";"213.44.246.177";"";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"";"> 20 years";"I'm not using LTS.";"No and I don't know what ELTS is.";"";"";"";"";"No";"No";"No";"";"";"";"";"";"155.42";"155.42";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"396";"2020-07-13 23:26:27";"1";"en";"1203449468";"2020-07-13 23:25:35";"2020-07-13 23:26:27";"92.196.62.172";"";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"";"10-20 years";"1-3 years";"No and I don't know what ELTS is.";"";"10";"10";"Somewhat disappointed.";"No";"Yes";"No";"2-10 people";"";"";"";"9";"104.12";"104.12";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"397";"2020-07-13 23:29:31";"1";"en";"834984299";"2020-07-13 23:28:11";"2020-07-13 23:29:30";"78.192.7.47";"";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"";"10-20 years";"4-6 years";"No.";"";"8";"7";"Very disappointed.";"No";"Yes";"No";"2-10 people";"";"";"";"9";"157.85";"157.85";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"398";"";"";"en";"886401450";"2020-07-13 23:28:24";"2020-07-13 23:28:24";"104.244.72.99";"";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"";"";"";"";"";"";"";"";"N/A";"N/A";"N/A";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"399";"2020-07-13 23:31:01";"1";"en";"626895584";"2020-07-13 23:29:27";"2020-07-13 23:31:01";"213.220.156.213";"";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"";"10-20 years";"4-6 years";"";"";"10";"10";"Very disappointed.";"No";"Yes";"No";"101-1000 people";"";"";"";"10";"188.32";"188.32";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"400";"";"";"en";"1661207479";"2020-07-13 23:29:48";"2020-07-13 23:29:48";"86.209.17.75";"";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"";"";"";"";"";"";"";"";"N/A";"N/A";"N/A";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"401";"2020-07-13 23:32:04";"1";"en";"1639164124";"2020-07-13 23:29:59";"2020-07-13 23:32:04";"179.108.23.66";"";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"";"> 20 years";"1-3 years";"Yes.";"Because two years is to fast for upgrading hundreds of Debian servers...";"8";"8";"Very disappointed.";"No";"Yes";"No";"101-1000 people";"";"";"";"8";"251.83";"251.83";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"402";"";"";"en";"928644791";"2020-07-13 23:34:08";"2020-07-13 23:34:08";"191.177.187.31";"";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"";"";"";"";"";"";"";"";"N/A";"N/A";"N/A";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"403";"";"";"en";"712270609";"2020-07-13 23:39:07";"2020-07-13 23:39:07";"181.203.27.192";"";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"";"";"";"";"";"";"";"";"N/A";"N/A";"N/A";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"404";"";"";"en";"2017015999";"2020-07-13 23:49:08";"2020-07-13 23:49:08";"90.118.157.189";"";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"";"";"";"";"";"";"";"";"N/A";"N/A";"N/A";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"405";"2020-07-13 23:52:07";"1";"en";"461052415";"2020-07-13 23:49:54";"2020-07-13 23:52:07";"75.140.253.69";"";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"";"10-20 years";"4-6 years";"No and I don't know what ELTS is.";"Because I'm too lazy to upgrade to newer versions of Debian in a timely manner.";"10";"10";"Somewhat disappointed.";"Yes";"No";"No";"";"";"";"";"10";"265.04";"265.04";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"406";"2020-07-13 23:56:21";"1";"en";"1369314161";"2020-07-13 23:52:36";"2020-07-13 23:56:21";"67.44.240.99";"";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"";"1-5 years";"1-3 years";"Yes.";"MX18.3 is based on it";"9";"8";"Somewhat disappointed.";"Yes";"No";"No";"";"";"";"";"10";"448.06";"448.06";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"407";"";"";"en";"1198250719";"2020-07-13 23:52:48";"2020-07-13 23:52:48";"37.228.224.126";"";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"";"";"";"";"";"";"";"";"N/A";"N/A";"N/A";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"408";"2020-07-13 23:56:32";"1";"en";"671875512";"2020-07-13 23:55:10";"2020-07-13 23:56:32";"212.159.109.196";"";"No";"No";"No";"No";"No";"No";"No";"No";"Yes";"No";"";"5-10 years";"I'm not using LTS.";"No and I don't know what ELTS is.";"";"";"";"";"No";"No";"No";"";"";"";"";"";"164.84";"164.84";"";"";"";"";"";"";"";"";"";"";"";"";"";""
